File#,Incident_Date,UCR,Inc_Address
15-026274,11/20/2015 17:30,VANDALISM M.V.,104 SHERMAN PL
15-026288,11/20/2015 18:30,LARCENY OVER 200 FROM AUTOS,780 MONTGOMERY ST
15-026281,11/20/2015 19:29,LARCENY 50 TO 200 FROM BUILDING,455 WAYNE ST
15-026291,11/20/2015 22:09,"ROBBERY, STRONG ARM, STREET",ROSE AVE & CATOR AVE
15-026293,11/20/2015 23:33,SIMPLE ASSAULT,BOYD AVE & MALLORY AVE
15-026297,11/20/2015 23:48,"ARSON, M.V.",317 STEVENS AVE
15-026665,11/21/2015 1:13,"BURGLARY, NON-RES FORCIBL ENT, DAY",650 GRAND ST
15-026307,11/21/2015 3:06,VANDALISM RESIDENCE,4 FAIRVIEW AVE 2
15-026348,11/21/2015 3:30,LARCENY OVER 200 FROM AUTOS,44 WADE ST
15-026308,11/21/2015 3:44,ASSAULT WITH A FIREARM,SIP AVE & FREEMAN AVE
15-026309,11/21/2015 4:12,MURDER FIREARM,700 440 (ST HWY 440)
15-026310,11/21/2015 5:00,LARCENY OVER 200 FROM AUTOS,BERGEN AVE & AUDUBON AVE
15-026315,11/21/2015 7:00,LARCENY OVER 200 FROM AUTOS,4.5 MAGNOLIA AVE
15-026317,11/21/2015 8:00,LARCENY OVER 200 FROM AUTOS,20 REED ST
15-026365,11/21/2015 8:15,VANDALISM M.V.,OCEAN AVE & NEW ST
15-026321,11/21/2015 9:38,ASSAULT W/KNIFE OR CUTTING INST,161 JEWETT AVE
15-026320,11/21/2015 9:43,VANDALISM M.V.,21 LEXINGTON AVE
15-026327,11/21/2015 10:00,VANDALISM OTHER,319 BARROW ST
15-026324,11/21/2015 10:30,VANDALISM M.V.,124 LENARD ST (LEONARD ST)
15-026357,11/21/2015 11:00,LARCENY OVER 200 FROM BUILDING,146 BOWERS ST
15-026340,11/21/2015 13:00,SIMPLE ASSAULT,261 Whiton St  Apt 1L
15-026344,11/21/2015 13:58,"ROBBERY, FIREARMS, STREET",111 Van Ripen
15-026349,11/21/2015 14:20,SIMPLE ASSAULT,701 route 440 (ST HWY 440)
15-026352,11/21/2015 15:45,VANDALISM M.V.,30 MALL DR W
15-026355,11/21/2015 15:56,"ASSAULT/AGG/HANDS, FISTS & FEET",576 COMMUNIPAW AVE
15-026402,11/21/2015 16:00,LARCENY 50 TO 200 OTHER,22 ROOSEVELT AVE
15-026375,11/21/2015 19:30,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",37 BALDWIN AVE APT #43
15-026378,11/21/2015 21:30,ASSAULT WITH OTHER WEAPON,FAIRMOUNT AVE & BERGEN AVE
15-026380,11/21/2015 21:43,"ASSAULT/AGG/HANDS, FISTS & FEET",Booraem Ave & Webster Ave
15-026389,11/22/2015 1:16,SIMPLE ASSAULT,591 COMMUNIPAW AVE
15-026391,11/22/2015 2:00,SIMPLE ASSAULT,17 Sherman Ave  # APT2
15-026392,11/22/2015 2:57,SIMPLE ASSAULT,269 OCEAN AVE
15-026396,11/22/2015 4:50,SIMPLE ASSAULT,351 BERGEN AVE 2
15-026397,11/22/2015 5:14,SIMPLE ASSAULT,80 FREMONT ST 623
15-026401,11/22/2015 9:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,629 GROVE ST
15-026454,11/22/2015 10:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",375 MERCER LOOP (MERCER ST LOOP)
15-026909,11/22/2015 11:00,VANDALISM M.V.,292 VIRGINIA AVE
15-027837,11/22/2015 11:00,LARCENY OVER 200 OTHER,457 JERSEY AVE
15-026404,11/22/2015 11:30,VANDALISM M.V.,JEFFERSON ST & SUMMIT AVE
15-026413,11/22/2015 11:58,LARCENY 50 TO 200 FROM BUILDING,571 MLK BLVD
15-026416,11/22/2015 12:10,LARCENY 50 TO 200 AUTO PARTS AND ACCESSORIES,SUMMIT (SUMMIT AVE) & MANHATTAN AVE
15-026430,11/22/2015 15:00,SIMPLE ASSAULT,259 JEWETT AVE
15-026440,11/22/2015 17:26,SIMPLE ASSAULT,17 DALES AVE 223
15-026442,11/22/2015 17:30,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",59 CLARKE AVE
15-026449,11/22/2015 19:56,"ROBBERY, STRONG ARM, STREET",23 DALES AVE
15-026456,11/22/2015 22:35,"ASSAULT/AGG/HANDS, FISTS & FEET",344 Grove Street
15-026460,11/23/2015 0:05,SIMPLE ASSAULT,19 STEVENS AVE 2L
15-026489,11/23/2015 4:00,"BURGLARY/NON-RES. UNLAWF ENT, DAY",160 MLK DR.
15-026482,11/23/2015 8:25,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",2844 Kennedy Blvd Floor: 2
15-026504,11/23/2015 9:00,"BURGLARY, RESID. ATT FORC ENT, DAY",90 DUNCAN AVE Floor: 2
15-026500,11/23/2015 11:43,MURDER FIREARM,108 OLD BERGEN ROAD
15-026503,11/23/2015 12:00,LARCENY OVER 200 FROM AUTOS,78 LINDEN AVE
15-026506,11/23/2015 12:00,LARCENY OVER 200 FROM AUTOS,112 MONITOR ST
15-026505,11/23/2015 12:46,SIMPLE ASSAULT,35 ROSE AVE Floor: 2
15-026508,11/23/2015 13:52,SIMPLE ASSAULT,96 FRANKLIN ST
15-026647,11/23/2015 14:30,LARCENY 50 TO 200 FROM AUTOS,100 GROVE STREET
15-026540,11/23/2015 14:45,"BURGLARY, RESID. FORCIBLE ENT, DAY",127 VAN HORNE ST 3
15-026522,11/23/2015 15:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",618 PALISADE AVE 1 Floor: 1
15-026545,11/23/2015 16:30,"BURGLARY, RESIDENT, UNLAW ENT, DAY",372 FORREST ST
15-026541,11/23/2015 18:28,SIMPLE ASSAULT,325 CENTRAL AVE
15-026599,11/24/2015 6:15,VANDALISM M.V.,283 NEPTUNE AVE
15-026550,11/24/2015 6:17,"ARSON, M.V.",DWIGHT ST & GARFIELD AVE
15-026570,11/24/2015 10:28,LARCENY OVER 200 FROM AUTOS,31.45 HOWELL ST
15-026576,11/24/2015 12:35,VANDALISM M.V.,Montgomery Street/Mill Road
15-027038,11/24/2015 12:35,SIMPLE ASSAULT,220 VIRGINIA AVE
15-029604,11/24/2015 13:00,LARCENY OVER 200 FROM BUILDING,111 TOWN SQUARE PLAZA 10TH FLOOR
15-026575,11/24/2015 13:04,VANDALISM OTHER,881 TONNELE AVE 48
15-027073,11/24/2015 14:50,LARCENY OVER 200 FROM AUTOS,SEAVIEW AVE & OCEAN AVE
15-026587,11/24/2015 14:51,LARCENY 50 TO 200 SHOPLIFTING,100 FOURTEENTH (14TH ST)
15-026591,11/24/2015 15:00,LARCENY 50 TO 200 SHOPLIFTING,400 MARIN BLVD
15-026609,11/24/2015 16:00,VANDALISM M.V.,396 MARIN BLVD
15-026607,11/24/2015 17:30,VANDALISM M.V.,2 LAUREL COURT
15-026613,11/24/2015 18:18,LARCENY OVER 200 BIKES,205 DUNCAN AVE 1 Floor: 1
15-026618,11/24/2015 19:30,"ROBBERY, STRONG ARM, STREET",272 Boyd Ave
15-026661,11/24/2015 22:00,"ASSAULT/AGG/HANDS, FISTS & FEET",44 ZABRISKIE ST
15-026625,11/24/2015 22:25,"ASSAULT/AGG/HANDS, FISTS & FEET",147 HOPKINS AVE
15-026630,11/25/2015 2:35,"BURGLARY/NON-RES. UNLAWF ENT, DAY",2323 KENNEDY BLVD
15-026636,11/25/2015 9:22,LARCENY 50 TO 200 FROM BUILDING,60 CRESCENT AVE
15-026644,11/25/2015 11:04,LARCENY OVER 200 OTHER,144 GATES AVE
15-027064,11/25/2015 11:43,LARCENY OVER 200 OTHER,708 Jersey Avenue
15-026652,11/25/2015 12:01,"ROBBERY, STRONG ARM, STREET",CLAREMONT AVE & MALLORY AVE
15-026656,11/25/2015 12:30,SIMPLE ASSAULT,201 BERGEN AVE
15-026686,11/25/2015 12:35,SIMPLE ASSAULT,339 STEGMAN PKWY
15-026651,11/25/2015 12:40,VANDALISM SCHOOL,60 CRESCENT AVE
15-026654,11/25/2015 13:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",6 CLINTON AVE Floor: B
15-026681,11/25/2015 15:25,VANDALISM M.V.,33- 35 Westervelt Place
15-026680,11/25/2015 16:01,"BURGLARY, RESID. FORCIBLE ENT, DAY",28 CAMBRIDGE AVE
15-026682,11/25/2015 16:17,VANDALISM M.V.,237 FULTON AVE
15-026713,11/25/2015 20:19,VANDALISM RESIDENCE,108 WALDO AVE 1C
15-026723,11/26/2015 4:30,VANDALISM M.V.,45 FULTON AVE
15-026727,11/26/2015 8:12,"BURGLARY, RESID. FORCIBLE ENT, DAY",51 Stuyvesant Ave
15-026745,11/26/2015 13:37,LARCENY OVER 200 OTHER,Hancock Ave and Congress St
15-026748,11/26/2015 17:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",38 VAN REIPEN AVE 1
15-026751,11/26/2015 19:18,"ROBBERY, STRONG ARM, STREET",ST PAULS (ST PAULS AVE) & BALDWIN AVE
15-026752,11/26/2015 19:27,SIMPLE ASSAULT,21 HOLLY ST
15-026753,11/26/2015 20:03,ASSAULT WITH OTHER WEAPON,1861 JFK (KENNEDY BLVD) Apt.204
15-026759,11/26/2015 21:00,"ARSON, M.V.",GARFIELD AVE & CLAREMONT AVE
15-026766,11/26/2015 21:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",94 SHERMAN AVE Floor: 1
15-026764,11/26/2015 22:43,WEAPONS OFFENSE FIREARM,70 Fairview Ave
15-026772,11/27/2015 0:17,ASSAULT WITH A FIREARM,430 MANILA AVE
15-026768,11/27/2015 0:28,ASSAULT WITH A FIREARM,CAVEN POINT AND CHAPEL AVENUE
15-026770,11/27/2015 1:19,SIMPLE ASSAULT,86 WILKINSON AVE 1
15-026825,11/27/2015 2:17,VANDALISM M.V.,23 Reed St.
15-026774,11/27/2015 2:30,"ASSAULT, POLICE, AGG INJURY",282 CENTRAL AVE
15-026842,11/27/2015 2:30,"ROBBERY/OTHER WEAPON, STREET",7 Troy Street
15-026775,11/27/2015 2:49,ASSAULT W/KNIFE OR CUTTING INST,440 BERGEN AVE
15-026776,11/27/2015 3:00,VANDALISM OTHER,236 LEXINGTON AVE 3
15-026777,11/27/2015 4:18,LARCENY 50 TO 200 FROM AUTOS,355 GRAND ST
15-026778,11/27/2015 4:18,VANDALISM M.V.,355 GRAND ST
15-026781,11/27/2015 7:06,VANDALISM M.V.,355 GRAND ST
15-026789,11/27/2015 9:18,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",148 CLENDENNY AVE grd
15-027228,11/27/2015 10:30,LARCENY OVER 200 FROM BUILDING,390 Martin Luther King Dr
15-026811,11/27/2015 11:00,SIMPLE ASSAULT,10 DWIGHT ST Floor: 2
15-026812,11/27/2015 11:00,VANDALISM M.V.,251 MONTICELLO (MONTICELLO AVE)
15-026794,11/27/2015 11:30,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",440 HOBOKEN AVE bsmt
15-026804,11/27/2015 12:36,"BURGLARY, RESID. FORCIBLE ENT, DAY",153 WAYNE ST 4
15-026796,11/27/2015 12:40,SIMPLE ASSAULT,122 RANDOLPH AVE APT  LEFT Floor: 2
15-026805,11/27/2015 13:36,VANDALISM BUSINESS,BIDWELL AVE & OCEAN AVE
15-026821,11/27/2015 14:29,VANDALISM M.V.,MAGNOLA AVE (MAGNOLIA AVE) & CHESTNUT AVE
15-026820,11/27/2015 15:10,ROBBERY/OTHER WEAP/CONV STORE,2844 JFK (KENNEDY BLVD)
15-026836,11/27/2015 17:53,SIMPLE ASSAULT,289 Martin Luther King
15-026841,11/27/2015 20:03,VANDALISM M.V.,CHARLES ST & KENNEDY BLVD
15-026835,11/27/2015 21:00,"BURGLARY, RESID. ATT FORC ENT, NIGHT",314 4TH ST 2 Floor: 1
15-026865,11/27/2015 22:00,RECOVERED STOLEN MOTOR VEHICLE S/LOC-REC/O-T,270 VIRGINIA AVE
15-026845,11/27/2015 22:31,ASSAULT W/KNIFE OR CUTTING INST,176 Palisade Ave/20 Carlton Ave
15-026851,11/27/2015 23:49,SIMPLE ASSAULT,26 JOURNAL SQUARE PLZ
15-026896,11/28/2015 4:30,"ROBBERY/OTHER WEAPON, STREET",34 Bowers Street
15-027218,11/28/2015 5:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,55 AMITY ST
15-026862,11/28/2015 5:59,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,WASHINGTON BLVD & 18TH ST
15-026867,11/28/2015 7:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",53 STEGMAN ST 1 Floor: 1
15-026869,11/28/2015 8:15,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,187 Van Winkle Ave.
15-026871,11/28/2015 8:30,VANDALISM M.V.,Congress Ave. & Nelson Ave.
15-026875,11/28/2015 9:34,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",36 MANHATTAN AVE Floor: 2
15-026876,11/28/2015 9:52,"ROBBERY, FIREARM, BUSINESS",LAIDLAW AVE & BALDWIN AVE
15-026880,11/28/2015 10:23,"BURGLARY, NON-RES FORCIBL ENT, DAY",808 NEWARK AVE
15-026888,11/28/2015 11:00,LARCENY 50 TO 200 AUTO PARTS AND ACCESSORIES,205 DELAWARE AVE
15-026884,11/28/2015 11:19,SIMPLE ASSAULT,120 York Street 709 Floor: 7
15-026891,11/28/2015 11:49,SIMPLE ASSAULT,287 BERGEN AVE 3
15-026894,11/28/2015 12:00,"ROBBERY/OTHER WEAPON, STREET",JFK BLVD & CLINTON AVE
15-026904,11/28/2015 16:46,LARCENY 50 TO 200 POCKET PICKING,343 FORREST ST
15-026907,11/28/2015 17:08,LARCENY 50 TO 200 PURSE SNATCHING,20 MALL DR E
15-026934,11/28/2015 22:58,"ASSAULT/AGG/HANDS, FISTS & FEET",162 VAN NOSTRAND AVE
15-026941,11/29/2015 1:00,LARCENY 50 TO 200 FROM AUTOS,305 GARFIELD AVE
15-026938,11/29/2015 1:24,VANDALISM RESIDENCE,483 MERCER ST Floor: GRD
15-026945,11/29/2015 3:07,"ROBBERY, FIREARMS, STREET",61 GARDNER AVE Floor: 1
15-026948,11/29/2015 3:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",114 STUYVESANT AVE 8
15-027427,11/29/2015 6:25,LARCENY UNDER 50 FROM BUILDING,88 LIBERTY VIEW DR
15-027019,11/29/2015 10:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,13 GARRISON AVE
15-024948,11/29/2015 12:00,LARCENY UNDER 50 FROM AUTOS,394 2nd. St.
15-026959,11/29/2015 12:00,SIMPLE ASSAULT,22 MAGNOLIA AVE Floor: 1
15-026982,11/29/2015 13:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,510 GARFIELD AVE
15-026993,11/29/2015 14:34,LARCENY OVER 200 FROM BUILDING,117 TONNELE AVE
15-026994,11/29/2015 18:18,LARCENY UNDER 50 OTHER,880 Bergen Ave (Bank Of America)
15-026973,11/29/2015 18:20,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,283 STEGMAN PKWY
15-027767,11/29/2015 18:46,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-026987,11/29/2015 20:30,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,239 Wegman Parkway
15-026986,11/29/2015 20:44,ASSAULT WITH A FIREARM,172 Virginia Ave
15-026996,11/30/2015 1:29,WEAPONS OFFENSE KNIFE,101 WADE ST Floor: 1
15-027040,11/30/2015 2:30,"ROBBERY, STRONG ARM, STREET",Mallory Ave
15-027024,11/30/2015 5:30,LARCENY OVER 200 FROM AUTOS,328 PATERSON PLANK RD
15-027000,11/30/2015 6:12,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,51 LAIDLAW AVE
15-027221,11/30/2015 7:00,LARCENY OVER 200 OTHER,368 DUNCAN AVE
15-027003,11/30/2015 7:26,LARCENY 50 TO 200 FROM AUTOS,18TH ST & MARIN BLVD
15-027026,11/30/2015 7:30,VANDALISM M.V.,1300 W Side Ave
15-027009,11/30/2015 8:00,LARCENY 50 TO 200 FROM AUTOS,83 JEFFERSON AVE
15-027227,11/30/2015 8:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,314 PALISADE AVE
16-007239,11/30/2015 8:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,Sullivan Dr. & Danforth Ave
15-027007,11/30/2015 8:13,VANDALISM M.V.,FERRY ST & CENTRAL AVE
15-027015,11/30/2015 9:12,VANDALISM M.V.,161 Congress St
15-027017,11/30/2015 9:35,VANDALISM M.V.,Fairmount Avenue and Monticello Avenue
15-027020,11/30/2015 9:46,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",58 PAMRAPO AVE
15-027050,11/30/2015 12:00,VANDALISM M.V.,1 EAST LINDEN AVENUE
15-027042,11/30/2015 12:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,78 WAYNE ST
15-027052,11/30/2015 14:22,VANDALISM M.V.,WEST SIDE AVE & STEGMAN PKWY
15-027056,11/30/2015 14:45,VANDALISM M.V.,130 Monitor St.
15-027057,11/30/2015 14:45,VANDALISM M.V.,130 Monitor St.
15-027058,11/30/2015 14:45,VANDALISM M.V.,128.130 MONITOR ST
15-027059,11/30/2015 14:45,VANDALISM M.V.,128.130 MONITOR ST
15-027060,11/30/2015 14:45,VANDALISM M.V.,130 Monitor St.
15-027055,11/30/2015 15:22,VANDALISM RESIDENCE,176 MYRTLE AVE Floor: 2
15-027075,11/30/2015 16:15,LARCENY OVER 200 FROM BUILDING,276 1ST ST
15-027105,11/30/2015 17:00,LARCENY OVER 200 OTHER,10 EXCHANGE PL
15-027068,11/30/2015 17:45,SIMPLE ASSAULT,200 SEAVIEW AVE
15-027071,11/30/2015 17:59,LARCENY OVER 200 OTHER,506 LIBERTY AVE
15-027078,11/30/2015 18:54,"BURGLARY, RESID. FORCIBLE ENT, DAY",19 DELAWARE AVE Floor: 1
15-027140,11/30/2015 21:30,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",33 WESTERN AVE 1 Floor: 1
15-027087,11/30/2015 22:38,"ROBBERY, STRONG ARM, STREET",Wilkinson and MLK
15-027091,11/30/2015 23:15,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",487 Garfield Ave. Apt. 17
15-027101,12/1/2015 6:30,LARCENY UNDER 50 FROM AUTOS,29 RICHARD ST
15-027103,12/1/2015 7:30,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",324 SUMMIT AVE
15-027102,12/1/2015 7:51,VANDALISM M.V.,7 BIDWELL AVE
15-027120,12/1/2015 10:15,LARCENY OVER 200 FROM BUILDING,2831 Kennedy Blvd.
15-027108,12/1/2015 10:21,"ASSAULT/AGG/HANDS, FISTS & FEET",22 MONTGOMERY (MONTGOMERY CT)
15-027364,12/1/2015 11:30,SIMPLE ASSAULT,30 RIVER CT
15-027111,12/1/2015 12:27,LARCENY 50 TO 200 FROM AUTOS,2 COLONY (COLONY RD)
15-027124,12/1/2015 14:00,LARCENY OVER 200 POCKET PICKING,168 CLINTON AVE 16
15-027164,12/1/2015 17:28,LARCENY 50 TO 200 OTHER,123 ROOSEVELT AVE 2A
15-027136,12/1/2015 18:21,SIMPLE ASSAULT,247 PALISADE AVE
15-027141,12/1/2015 18:45,"BURGLARY, RESIDENT, UNLAW ENT, DAY",267 WINFIELD AVE
15-028927,12/1/2015 22:00,LARCENY UNDER 50 FROM AUTOS,SOUTH ST & SUMMIT AVE
15-027167,12/1/2015 22:15,LARCENY OVER 200 FROM AUTOS,139 CATOR AVE
15-027169,12/1/2015 22:15,VANDALISM M.V.,139 Cator Ave.
15-027243,12/2/2015 6:00,VANDALISM BUSINESS,8 ERIE ST
15-027661,12/2/2015 8:00,LARCENY OVER 200 FROM BUILDING,563 MONTGOMERY ST
16-010842,12/2/2015 10:00,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-027205,12/2/2015 10:29,LARCENY UNDER 50 FROM AUTOS,PAVONIA AVE & CHESTNUT AVE
15-027200,12/2/2015 11:02,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,18 CHAPEL AVE
15-027201,12/2/2015 11:39,LARCENY UNDER 50 FROM AUTOS,640 NEWARK AVE
15-027203,12/2/2015 11:39,VANDALISM M.V.,640 NEWARK AVE
15-027206,12/2/2015 12:01,LARCENY OVER 200 FROM AUTOS,114 GLENWOOD AVE
15-027244,12/2/2015 13:00,LARCENY OVER 200 FROM BUILDING,125 18TH ST
15-027254,12/2/2015 13:20,LARCENY OVER 200 FROM BUILDING,60 Mall Dr W
15-027298,12/2/2015 14:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",99 WEGMAN PKW (WEGMAN PKWY) Floor: 2
15-027223,12/2/2015 14:06,VANDALISM RESIDENCE,225 Grand St
15-027222,12/2/2015 14:43,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,629 COMMUNIPAW AVE
15-027235,12/2/2015 15:02,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,DUNCAN AVE & FREEMAN AVE
15-027246,12/2/2015 16:31,WEAPONS OFFENSE KNIFE,DUNCAN AVE & OLEAN AVE
15-027289,12/2/2015 17:00,LARCENY OVER 200 BIKES,GROVE ST & NEWARK AVE
15-027255,12/2/2015 18:40,"ROBBERY, KNIFE, STREET",W SIDE AVE (WEST SIDE AVE) & VIRGINIA AVE
15-027257,12/2/2015 19:00,SIMPLE ASSAULT,619 GROVE ST Floor: 1
15-027263,12/2/2015 22:15,LARCENY UNDER 50 FROM BUILDING,1133 SUMMIT AVE 2 Floor: 2
15-027269,12/2/2015 23:48,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",320 ARMSTRONG AVE FRONT Floor: 2
15-027273,12/3/2015 1:30,SIMPLE ASSAULT,JEWETT AVE & MONTICELLO AVE
15-027349,12/3/2015 3:15,"BURGLARY, RESIDENT, UNLAW ENT, DAY",771 NEWARK AVE
15-027540,12/3/2015 3:51,LARCENY UNDER 50 FROM AUTOS,249 HANCOCK AVE 3 Floor: 2
15-027277,12/3/2015 6:46,VANDALISM M.V.,BRAMHALL AVE & PACIFIC AVE
15-027278,12/3/2015 7:30,LARCENY OVER 200 FROM AUTOS,14 GLENWOOD AVE
15-027281,12/3/2015 8:06,LARCENY 50 TO 200 FROM AUTOS,573 CENTRAL AVE 3
15-027283,12/3/2015 8:58,"ARSON, PUBLIC PROP. INHABITED",222 LAIDLAW AVE
15-027772,12/3/2015 12:00,SIMPLE ASSAULT,2 PALISADE AVE
15-027304,12/3/2015 12:40,LARCENY OVER 200 OTHER,368 WEBSTER AVE
15-027301,12/3/2015 13:15,LARCENY OVER 200 FROM AUTOS,356 Lembeck Ave
15-027320,12/3/2015 17:59,SIMPLE ASSAULT,176 PALISADE AVE
15-027327,12/3/2015 18:54,SIMPLE ASSAULT,234 WEGMAN PKWY Floor: 2
15-027333,12/3/2015 20:10,LARCENY OVER 200 FROM BUILDING,78 WAYNE ST
15-027330,12/3/2015 20:30,VANDALISM M.V.,126 Vroom St
15-027336,12/3/2015 21:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",65 DALES AVE 1132
15-027350,12/4/2015 0:01,"BURGLARY, RESIDENT, UNLAW ENT, DAY",262 BOYD AVE Floor: 1 FL
15-027351,12/4/2015 0:33,"ASSAULT/AGG/HANDS, FISTS & FEET",BERGEN AVE & ACADEMY ST
15-027353,12/4/2015 0:42,"ROBBERY/OTHER WEAPON, STREET",50 Stuyvesant Ave
15-027354,12/4/2015 0:53,VANDALISM M.V.,VAN WAGENEN AVE & ST PAULS AVE
15-027356,12/4/2015 2:55,"ROBBERY, STRONG ARM, STREET",VAN WINKLE AVE & TONNELE AVE
15-027361,12/4/2015 7:59,VANDALISM M.V.,SAYLES ST & MINA DR
15-027362,12/4/2015 8:24,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",277 GROVE ST
15-027378,12/4/2015 11:15,LARCENY OVER 200 OTHER,311 YORK ST
16-002780,12/4/2015 12:00,LARCENY OVER 200 FROM BUILDING,1 HARBORSIDE PL
15-027390,12/4/2015 12:17,VANDALISM M.V.,195 CLINTON AVE
15-027386,12/4/2015 12:33,LARCENY OVER 200 FROM AUTOS,500 OCEAN AVE
15-027388,12/4/2015 13:12,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,229 STEVENS AVE
15-027398,12/4/2015 14:04,"BURGLARY, RESIDENT, UNLAW ENT, DAY",25 OLEAN AVE
15-027400,12/4/2015 15:04,"ARSON, OTHER RESD. INHABITED",28 BIDWELL AVE
15-027405,12/4/2015 15:30,LARCENY OVER 200 FROM BUILDING,2 HARRISON AVE
15-027420,12/4/2015 15:45,LARCENY OVER 200 FROM BUILDING,130 WAYNE ST
15-027421,12/4/2015 16:11,VANDALISM M.V.,147 BROADWAY
15-027455,12/4/2015 17:11,LARCENY OVER 200 PURSE SNATCHING,State Highway 139 and Jersey Ave.
15-027430,12/4/2015 17:15,"BURGLARY, RESID. FORCIBLE ENT, DAY",104 HOPKINS AVE 1
15-027435,12/4/2015 17:25,LARCENY OVER 200 FROM AUTOS,306 Pearsall Ave.
15-027431,12/4/2015 17:44,LARCENY 50 TO 200 SHOPLIFTING,701 ST HWY 440
15-027775,12/4/2015 18:00,LARCENY OVER 200 OTHER,421 MARIN BLVD
15-027451,12/4/2015 18:30,VANDALISM M.V.,728 ST HWY 440
15-027450,12/4/2015 18:35,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,728 ST HWY 440
15-027438,12/4/2015 18:50,VANDALISM M.V.,704 STATE HWY 440
15-027439,12/4/2015 18:50,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,704 STATE HWY 440
15-027494,12/4/2015 19:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",52 WAYNE ST 3F
15-027479,12/4/2015 20:30,LARCENY OVER 200 OTHER,342 OGDEN AVE
15-027458,12/4/2015 20:41,ASSAULT WITH A FIREARM,13 DALES AVE
15-027464,12/4/2015 21:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,STEGMAN ST & OCEAN AVE
15-027462,12/4/2015 21:10,LARCENY UNDER 50 OTHER,1869 KENNEDY BLVD
15-027468,12/4/2015 21:28,VANDALISM BUSINESS,417 A OCEAN AVE
15-027472,12/4/2015 21:45,SIMPLE ASSAULT,282 CENTRAL AVE
15-027486,12/5/2015 0:33,"BURGLARY, NON-RES FORCIBL ENT, DAY",508 OCEAN AVE
15-027493,12/5/2015 2:32,SIMPLE ASSAULT,219 Pacific Ave
15-027497,12/5/2015 4:34,VANDALISM RESIDENCE,226 DANFORTH AVE 2
15-027501,12/5/2015 8:17,ASSAULT W/KNIFE OR CUTTING INST,BROADWAY AND WESTSIDE
15-027510,12/5/2015 9:00,VANDALISM RESIDENCE,53 SOUTH ST
15-027507,12/5/2015 9:14,ASSAULT W/KNIFE OR CUTTING INST,850 WEST SIDE AVE Floor: 2
15-027508,12/5/2015 9:56,SIMPLE ASSAULT,274 VIRGINIA AVE 2r
15-027512,12/5/2015 11:16,LARCENY OVER 200 POCKET PICKING,400 MARIN BLVD
15-027536,12/5/2015 12:00,VANDALISM M.V.,330 CENTRAL AVE
15-027521,12/5/2015 12:12,LARCENY 50 TO 200 FROM BUILDING,11 WOODLAWN AVE Floor: 1
15-027531,12/5/2015 13:57,VANDALISM M.V.,RAVINE AVE & WEBSTER AVE
15-027539,12/5/2015 15:30,LARCENY 50 TO 200 PURSE SNATCHING,MORTON PL & KENNEDY BLVD
15-027553,12/5/2015 17:15,LARCENY OVER 200 FROM BUILDING,30 MALL DR E
